title|file|line|section|speaker|role|liwcScores-Achiev|liwcScores-Adverbs|liwcScores-Affect|liwcScores-Anger|liwcScores-Anx|liwcScores-Article|liwcScores-Assent|liwcScores-AuxVb|liwcScores-Bio|liwcScores-Body|liwcScores-Cause|liwcScores-Certain|liwcScores-CogMech|liwcScores-Conj|liwcScores-Death|liwcScores-Discrep|liwcScores-Excl|liwcScores-Family|liwcScores-Feel|liwcScores-Filler|liwcScores-Friends|liwcScores-Funct|liwcScores-Future|liwcScores-Health|liwcScores-Hear|liwcScores-Home|liwcScores-Humans|liwcScores-I|liwcScores-Incl|liwcScores-Ingest|liwcScores-Inhib|liwcScores-Insight|liwcScores-Ipron|liwcScores-Leisure|liwcScores-Money|liwcScores-Motion|liwcScores-Negate|liwcScores-Negemo|liwcScores-Nonflu|liwcScores-Numbers|liwcScores-Past|liwcScores-Percept|liwcScores-Posemo|liwcScores-Ppron|liwcScores-Prep|liwcScores-Present|liwcScores-Pronoun|liwcScores-Quant|liwcScores-Relativ|liwcScores-Relig|liwcScores-Sad|liwcScores-See|liwcScores-Sexual|liwcScores-SheHe|liwcScores-Social|liwcScores-Space|liwcScores-Swear|liwcScores-Tentat|liwcScores-They|liwcScores-Time|liwcScores-Verbs|liwcScores-We|liwcScores-Work|liwcScores-You|liwcScores-total-sentences|liwcScores-total-words|statement
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|20|R1|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|Ladies and gentlemen, Cecilia Rouse.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|21|R1|CECILIA ROUSE|for|13|79|46|4|0|87|0|149|3|2|6|3|165|69|0|15|34|2|1|1|0|866|10|1|4|2|0|8|41|0|0|21|111|2|21|25|22|11|1|11|33|7|25|64|193|156|203|61|159|0|3|2|0|2|118|72|0|32|21|31|214|23|18|7|90|1404|Thank you. It really is a pleasure to be here tonight. And, you know, Dan really said it right when you said you have five economists, you really only get nine opinions. I think you get many more. I was in the Clinton administration. Those were good years in the '90s. I think many people might interpret those times, though as that the Federal Reserve, because we were having a lot of economic growth, and the Federal Reserve was not anywhere near having interest rates which were so near to zero, that monetary policy -- the Federal Reserve was actually responsible for a lot of that growth. In contrast, what we have today is, specifically, a Fed that cannot do as much as it normally can in normal times. Interest rates are near zero. It's near zero, lower bound. You can't have negative interest rates, and therefore it's an opportune time to have more fiscal policy. But my debate partner talked about some of these bigger pictures. I'm a labor economist. I got into economics because I was worried about the unemployed, and I still am. There are 14 million workers in the United States who are unemployed. Half of them have been unemployed for more than six months. There are another two and a half million who are discouraged, meaning that they've even given up looking. And there's about nine million who are working part time, but who would actually like to work full time. So they're working part time for economic reasons. We've had 19 straight months of private sector employment growth. But we've also had many months where the public sector has had negative employment growth. And as a result, we have a recovery, but it's a recovery with a small R. It's just fledgling. And as Mark pointed out I'm also very concerned that this recovery is just not far enough along. Now, there're huge challenges that this entire downturn is going to pose for us going forward. When workers become displaced, they do not earn -- they have, going forward, for 15, 20 years, they're going to earn much less, by some estimates, 10 to 15, 20 percent less than they were earning before their displacement. It has impact on their children. Their children get lower levels of schooling going forward. It is going to affect the earnings of their children. And look at all of the young people today who are finishing their schooling and can't get a job, meaning they're not even getting started into the labor force. So we know that these have the potential to really hold back economic growth going forward. So yes, I support the Obama plan. I support any plan where it's going to provide some sort of short-term insurance against another double-dip recession or having more downturn. Now look, last year, I was at the Council of Economic Advisors. And things were looking a lot better. And as a result, if you listened to the president's State of the Union, what he proposed in his budget were investments that were not towards stimulus, but were really towards the foundations of growth, in infrastructure and education, in innovation. And I believe that they are very important. And we all believe that. But we don't have the economy today that we had just six, nine months ago. And therefore, I think the time is right for Congress to act. Now, let's first talk about the pillars of what -- the major components of this plan and what it would do. So first of all, about 40 percent of it is putting money in the hands of individuals. Okay. Some people may say, well, look, that's putting money in their pockets. They're not doing much. But let's talk about it. So the tax cut was providing about $1,500 a year in tax cuts for those who are earned about $50,000 a year, which is about what the median family earns, I should say. It was about $2,500 for those earning $80,000 or more. It continues the federally funded unemployment insurance benefits. Now, let's talk about that. Six million workers will lose those unemployment insurance benefits. They lost their job through no fault of their own. These benefits are not helping them live high on the hog. It's only replacing about half of their wages, which means they're getting a check of about $320 a week. And we know that that's about a third of the family income. It helps them to pay their mortgage or pay their rent, helps them put food on the table. It helps them to support their local businesses, et cetera. And that's the way in which it helps to support the economy. The Congressional Budget Office has said that these sorts of benefits are one of the fastest and most effective ways in which to help our economy in the short term. Important we can talk more about this. I know many believe that this is not the time to continue -- to continue these sorts of benefits. And I would argue this is exactly the time to do so. It also -- let's face it, the private sector is the most important source of job growth in this country. They provide 80 percent of the jobs. So another part of this is -- this is not about trying to create a gigantic public sector jobs program. It's about trying to stand up the private sector. So another 20 percent or so are ways to try to cut the cost for businesses to do their business. So I teach microeconomics. Firms do business by having labor and capital. I hope that's as geeky as I get tonight. And there are ways to cut their investments for next year and as well as lowering costs of hiring workers. Again, it extends the payroll tax cut not just to the employee but to the employer now. And it also provides an extra incentive for firms to bring on more workers. And lastly, as I mentioned before -- all of those should help in the next year. But we know we're going to be in this for a little while. It takes a while to recover from downturns that are caused by crises in the financial sector. And so 20 percent of it is also directed towards infrastructure, which again we think is actually one of the pillars of economic growth. Now, as Mark mentioned, there are some innovations in the way some of this money would be spent. In terms of the unemployment insurance benefit, there are some encouraging states to provide more employment, reemployment assistance to workers. There is encouraging states to stand up programs where firms don't have to choose between laying off workers and keeping some-- they can share the pain, if you will, for a temporary downturn, through work sharing. It encourages entrepreneurship by encouraging states, some of which already have them, including my own state of New Jersey -- help making it easier for aspiring entrepreneurs who are unemployed to be able to start their business while they're receiving these unemployment insurance benefits which they currently are not technically allowed to do. And it also starts an infrastructure bank which is a creative way of trying to bring private money into trying to foster some of these public projects for which normally the private sector doesn't receive enough of a return in order to do. So I think that it's a balanced package, and I think it hits a lot of the right parts. As Mark mentioned, it's paid for. We can talk more about the way it's paid for. You know, the current idea on the table is Senator Reid proposing a 5.6 percent tax on those whose adjusted gross income is more than a million dollars, that's about .03 percent of American taxpayers. So, in closing, yes, I support a program that will provide support to this economy today because I am very worried about how families are getting by. We have 46 million families living in poverty. I'm worried that our recovery is fragile. This doesn't mean that we don't need longer term strategies to have more robust growth going forward, but I just don't happen to believe that these aren't mutually exclusive. Maybe hope springs eternal, but I think that Congress can walk and chew gum at the same time, thank you.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|22|R1|JOHN DONVAN|moderator|1|4|1|0|0|10|0|5|0|0|1|0|10|3|0|1|0|0|0|1|0|39|1|0|1|0|0|2|4|0|0|0|0|0|0|3|0|0|0|0|3|1|1|5|13|1|5|0|13|0|0|0|0|0|7|6|0|0|0|2|7|0|0|1|3|87|Thank you, Cecilia Rouse. Our motion is "Congress should pass Obama's jobs plan piece by piece," and now here to speak against the motion, I'd like to introduce Richard Epstein. He's a professor of law here at New York University Law School, a senior fellow at the Hoover Institution, and a professor of law emeritus and senior lecturer at the University of Chicago where, interestingly enough, given the context, a colleague you used to bump into in the hallways, an adjunct professor was named Barack Obama --
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|23|R1|RICHARD EPSTEIN|against|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|1|4|Yes, he was --
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|24|R1|JOHN DONVAN|moderator|0|0|3|0|0|2|0|2|0|0|0|0|6|3|0|0|0|0|0|0|0|19|0|0|0|0|0|0|2|0|0|3|2|4|0|0|0|0|0|0|2|0|3|8|4|2|10|0|1|0|0|0|0|2|6|1|0|1|0|0|5|0|0|4|1|37|And I understand you knew him a little bit, and you're quoted as saying that you found him to be an amazingly talented intellectual -- amazingly talented at playing intellectual poker, which, to me, sounds pretty cool.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|25|R1|RICHARD EPSTEIN|against|10|53|39|0|0|117|0|156|0|0|14|12|201|94|0|30|39|0|0|0|0|916|17|0|2|0|0|11|66|0|1|12|149|18|22|19|19|2|0|13|23|10|36|74|254|163|224|32|169|0|1|7|0|3|107|79|0|43|11|41|223|16|32|32|51|1473|It's very cool. It was very difficult to read the man, and that's why it was that he was such a great poker player. But the question is not whether he could play poker, it's whether or not the statute that he proposes is one that will do the things that we want it to do. And in this debate, there is no disagreement over the sad state of the American economy and the need for something to be done. The question is how it should be done, what should be done, and why. And I'm a lawyer, and I'm with three economists, and I have at least one comparative advantage or disadvantage as the case may be, I actually spent time reading the statute to see what it says in order to figure out whether or not the pieces make any sense. And it's interesting that you can talk about this at the macro level, but it's also extremely important to talk about it at the micro level, and so let me tell you some of the pieces which I think are positively self destructive and ought never to see the light of day. One of the truly misguided features of the stimulus program of 2009 was the passage of ARRA, the American Recovery and Reinvestment Act, which instituted a whole variety of buy American provisions in the bill with respect to those funds which were to be distributed through the government to various kinds of employees. If you look at the kinds of provisions that are created there, it's a massive bureaucracy which is designed to ensure that the money which is so distributed will be largely wasted. It is the kind of thing which says that you cannot buy from sensible foreign providers if they are expensive and inefficient American providers, then there are huge amounts of administrative discretion as to when these particular requirements will be relaxed. The whole thing in effect will take a large portion of the stimulus program, and it will turn it into a waste. A similar provision is a re-incantation of one of the worst pieces of Hoover's legislation, the Davis-Bacon Act, saying that when the government gives this kind of money out, you have to pay prevailing i.e. union wages with respect to the money in question. So the stimulus program seems to say, "The way in which you get the most for your money is to spend as much as you can on labor rather than as little as you can," and there's no way that this kind of monopoly waste can possibly improve the situation with respect to the legislation in question. A third feature of the bill is to introduce a new form of an anti-discrimination act which says that you cannot discriminate against people who are unemployed when you decide whom to hire. That of course is an extremely complicated provision. It has about four separate pages to it, and there's an exception which says that, "Yes, you can take into account their job record under these circumstances. " So any employer who now wants to go out into the labor market has to worry about the question when they hire from other places that they may be running -- exposing themselves to either government liability or to private lawsuits. But of course this does nothing to improve aggregate hiring because if you hire somebody who's already employed, that opens up a position for somebody else. So what you have to understand is at these particular levels, all of the micromanagement is counterproductive to the macroeconomic goal that is in question. Then the next thing that we've heard about, and was praised mightily, was the payroll reduction tax for a single year, and what happens is we know what's wrong with this tax because we've been told so by our opponents in this case. Employers are not people who are foolish. They understand that if they want to hire somebody for the long run, they don't only look at this year's rates, they look at next year's rates as well. Our objective with respect to tax policy is to create some kind of a sustainable system of growth. We cannot do that, say, to people -- hire people this year, train them for 26 weeks, and then when you get to next year, what's going to happen is you're going to go back to the higher rates of taxation. People will look and discount the future and therefore will not hire on the strength of something unless it has a time horizon equal to that of the benefits that you hope to achieve. You must create lower tax rates that last for a longer period of time if this is going to be able to succeed. Any kind of short term fix at this particular point is doomed to failure. There is no escape from that particular kind of conclusion. So then the question comes, and Ill talk about this for the remainder of my time, what is it that we ought to do if it turns out that we think that for both macro and microeconomic reasons that the Obama tax plan is doomed to failure? And it seems to me what we have to do is to start from the ground up and then think about how it ties into macroeconomic policy. So as a lawyer in particular, one of things that impresses me is at the same time we hear the grand talk about how it is we have to stimulate labor markets with respect to macro policies, we have an administration that has introduced very destructive policy at the micro level and all of these things have to be reversed. So if you want to start with some of the difficulties in question, just take for example, as one particular, the decision of the administration to chase after the Boeing company with respect to its decision to locate a plant in Columbus -- or Charleston rather, South Carolina. The net effect of this is that any time a union negotiation breaks down, an employer who tries to make an intelligent response by shifting states is going to be faced with a government prosecution. This is not an incentive to create new plants and new jobs. In effect what it is is it gives the union captive power over workers, over jobs in fact that a sensible employer might want to move to some other place. When you start looking at the other micro things, for example, in 2005, what we decided to do was to raise the minimum wages. And it seemed to be a fine thing because those were optimistic days. But if those wages happen to go down in market terms at the same time that the minimum wage is moved up, whats going to happen is at the lower level youre going to find that its very difficult for lots of unskilled people to get that first job. And the point that was already said, namely if you dont get the first job, youll not get the second and third job is in fact something which has been done. So this is another kind of policy that you have to be able to reverse under the circumstances of this case. And the list can go on. The government has decided that what it wants to do is increase the ability of unions to organize by allowing quickie elections to take place after it turns out that the requisite number of cards have been filed with the National Labor Relations Board. If youre a small business trying to go in, its just a wonderful thing to note that after youve been in business for three or four weeks, all of a sudden youre hit with a suit by a union which says we want to unionize, youd better go out and find a lawyer otherwise capitulate to our demands. There is no way you can create things in a labor market under these circumstances if in fact you keep kicking people in the shins at the same time that youre trying to subsidize it at the top. And also there is at present, the Obama legislation which is essentially designed to create all sorts of medical benefits through the health care system which is going to predicate itself upon the employment relationship. And these again are implicit taxes. So the final message that I want to leave you with is this. The way to deal with labor problems is not to talk about earthquakes; its to talk about labor markets. And the way to talk about labor markets is to liberalize it such that when people realize their chances to get gains from trade, they will return to the hiring market. Thank you.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|26|R1|JOHN DONVAN|moderator|3|7|2|0|0|6|0|7|0|0|0|0|6|2|0|1|0|0|1|0|0|54|2|0|0|0|0|0|2|0|0|1|6|0|0|3|0|0|0|2|2|1|2|10|11|5|16|2|16|0|0|0|0|0|14|7|0|1|0|4|10|5|0|5|5|93|Thank you Richard Epstein. And that concludes round one of this Intelligence Squared US Debate where our motion is "Congress should pass Obamas jobs plan piece by piece. " Remember we had you vote before the debate to tell us where you stand on this motion. Well have you vote again at the end of the debate asking as which side you feel argued best and the team that has moved its numbers the most will be declared our winner. So now on to round two where I ask questions to the debaters.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|27|R2|JOHN DONVAN|moderator|0|4|0|0|0|3|0|3|0|0|0|0|1|3|0|0|0|0|0|0|0|22|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|4|5|3|6|0|4|0|0|0|0|0|5|3|0|0|3|1|3|0|0|0|2|46|He is cofounder of economy.com and the author of the book "Financial Shock. " He is also interestingly enough, Mark, I notice that on the White House blog where they are defending this plan, they cite, when they talk about independent points of view, Mark Zandi.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|28|R2|JOHN DONVAN|moderator|1|2|1|0|0|0|0|3|0|0|1|0|7|1|0|1|2|0|0|1|0|26|1|0|0|0|0|4|0|0|0|0|4|0|0|1|0|0|0|1|0|0|1|6|8|2|10|2|1|0|0|0|0|0|2|0|0|1|0|1|4|2|0|0|6|53|Thank you. Thank you. And I'd just like to invite one more round of applause to Robert Rosenkranz for making this possible. True or false, Congress should pass Obama's jobs plan piece by piece? That's what we're here to debate, another verbal joust from Intelligence Squared U.S. I'm John Donvan of ABC News.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|29|R3|JOHN DONVAN|moderator|5|4|5|1|0|14|2|22|0|0|4|3|41|14|0|7|5|0|1|0|0|153|3|0|0|1|0|0|14|0|1|2|31|0|0|10|5|1|0|3|4|1|1|11|34|25|43|3|38|0|0|0|0|0|15|20|0|3|1|4|33|0|1|6|14|262|They address one another. We take questions from you. Our motion is "Congress should pass Obamas jobs plan piece by piece. " We have two teams of debaters. We have Cecilia Roust and Mark Zandi who are presenting the argument in favor of this motion and in favor of the jobs plan, arguing that they feel that it is absolutely critical to avoiding another recession. That workers who are not floating, who are sinking, are going to lead to no growth in the economy and if anything, a step backward, that this program at a minimum, at a minimum puts a stop in there. Arguing against them, Richard Epstein and Daniel Mitchell who argue that this is essentially another stimulus plan, that historically stimulus plans do not work and that it is rife with all kinds of bureaucratic induction of distorted enhancements that will make it difficult for businessmen simply to hire people and make decisions going forward. And therefore, if it were passed, it would never work. Thats where the two sides stand on this. And I want to start with the question to the side arguing for the motion and to Mark Zandi. With your opponents arguments very strenuously. But essentially this is a stimulus program, and I think you agree with that, and you're saying that, in your argument, that this is needed to avoid a recession. And you have argued that stimulus programs have already worked in this administration in doing good. I wanted you to take on their argument that historically, that's not the case at all.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|30|R3|MARK ZANDI|for|1|0|2|0|0|19|0|19|0|0|6|1|31|6|0|2|2|0|0|0|0|105|1|0|0|0|0|2|7|0|0|5|13|1|3|1|4|1|0|2|11|0|1|8|26|13|23|6|14|0|1|0|0|0|6|13|0|1|4|0|26|2|7|0|13|186|Well, I don't think that's true. I think fiscal stimulus is a tried and true policy response to recession. Since every recession since World War II, we've had fiscal stimulus. In fact, the degree of fiscal stimulus provided is commensurate with the severity of the recession, at least as measured by the unemployment rate. And in fact, one could argue that the fiscal stimulus that was provided in this recession, the great recession, was inadequate. It was not proportional to the severity of the recession. And that's one of the reasons why the economy hasn't engaged to the degree that I think most would have thought at this point. Moreover, I'm not alone in this view. Cece brought up the Congressional Budget Office. The CBO is a nonpartisan group respected by both Republicans and Democrats. They score the various proposals made by policy makers, tax policy and spending policy. And they do studies of various stimulus packages. And they released the estimates on the impact on GDP, on jobs, unemployment on a regular basis and they show consistently that they believe that this had been --
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|31|R3|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|Okay.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|32|R3|MARK ZANDI|for|0|0|0|0|0|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|4|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|-- a plus to the economy.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|33|R3|JOHN DONVAN|moderator|0|0|1|0|0|2|0|3|0|0|0|0|0|0|0|0|0|0|0|1|0|14|0|0|0|0|0|2|0|0|0|0|4|0|0|1|0|0|0|0|0|0|1|4|3|3|8|0|3|0|0|0|0|0|2|2|0|0|0|1|4|0|0|2|2|19|So you're saying it's a mainstream view. I'd like to bring it to Richard Epstein on the other side.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|34|R3|RICHARD EPSTEIN|against|2|8|2|0|0|27|0|23|5|2|3|3|32|11|1|3|0|0|2|0|0|144|6|0|1|0|0|0|10|0|0|4|23|0|2|5|0|0|0|2|6|5|2|10|32|24|34|5|27|0|0|2|0|0|14|12|0|3|0|5|38|2|0|6|12|232|Look, I think in effect we've seen the results already. At the time that the Obama administration introduced its first stimulus program, there was a confident prediction supported by the CBO that it would lower the unemployment rate down to eight percent. Nothing of the sort happened. It stayed exactly dead level under the circumstances. So the question is, why is this going to happen? And essentially the CBO scores in a very static way. It listens to what the administration says about the number of dollars they're going to spend and the cost for particular jobs, and it thinks that economics is a form of multiplication and subtraction and addition. The problem is the money has to come from somewhere. And the basic tradeoff that you have is this: If in fact you decide to run this thing through a stimulus program, you must raise taxes. If you raise them, as is now proposed on the most productive individuals in society, it turns out that you're taking money from the hands of people who know how to use it and to put it into the hands of a government which simply does not. So the prediction is, at this particular time, what will happen is exactly the same thing that happened before. There will be a short-term burst, and then magically, there will be another earthquake, and the program will fail.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|35|R3|JOHN DONVAN|moderator|0|0|1|0|0|2|0|3|0|0|0|0|0|0|0|0|0|0|0|1|0|14|0|0|0|0|0|2|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|3|3|2|3|1|1|0|0|0|0|0|2|1|0|0|0|1|4|0|0|1|3|23|Okay. Cecilia Rouse, I'd like you to respond. There were a bunch of points in there, including don't trust the CBO, I think.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|36|R3|RICHARD EPSTEIN|against|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|Never.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|37|R3|JOHN DONVAN|moderator|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|Never trust the CBO.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|38|R3|MARK ZANDI|for|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|2|7| percent unemployment. That wasn't the CBO.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|39|R3|CECILIA ROUSE|for|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|5|Yeah, that wasn't the CBO.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|40|R3|RICHARD EPSTEIN|against|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|2|5|Well, who did? Did you?
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|41|R3|JOHN DONVAN|moderator|1|1|2|0|0|1|0|2|0|0|3|0|5|2|0|0|0|0|0|0|0|19|0|0|0|0|0|0|1|0|0|0|7|0|0|0|0|0|0|0|0|0|2|1|5|6|8|0|2|0|0|0|0|0|6|2|0|0|0|0|6|0|0|1|2|30|Cecilia. But Richard's point about these programs remove money from people who make the best use of it and give it to those who don't, can you take that on?
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|42|R3|CECILIA ROUSE|for|0|21|1|0|0|16|0|24|0|0|2|1|32|11|0|2|9|0|0|0|0|151|2|0|0|0|0|2|5|0|0|3|23|0|17|3|8|0|0|0|5|4|1|13|29|26|43|7|32|0|0|4|0|1|14|22|0|5|1|5|35|4|16|5|14|239|Well, you know, there is a theory in public finance that says that you shouldn't have a very high marginal tax rate on the very highest earners. But if you actually look at the -- in our experience over time, there's not a great relationship between the highest marginal tax rates and how we're doing in terms of economic growth. If you look at Reagan, he lowered tax rates for high income individuals. Clinton increased them. And you saw somewhat greater economic growth under Clinton than under Reagan. So I think the evidence tells us that, yes, there is -- these are tax rates. So I'm not going to say that there's no impact at all in terms of lowering economic growth, et cetera. But it's very small for the highest earners because they don't spend the tax cuts. And it doesn't have that big of an impact on their earnings. You know, some have looked at what some of the highest paid CEOs did with their tax cuts. Some of them, it's true. They exercised stock options creatively and strategically. But in terms of their general income, which is really the income-generating activity, there was really no impact. So I actually think that this is -- I think it's a small tax increase today, but -- not today, it's in a couple of years, and that it'll be at a time when the economy can actually sustain it.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|43|R3|JOHN DONVAN|moderator|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|Daniel Mitchell.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|44|R3|DANIEL MITCHELL|against|0|4|3|0|0|15|0|11|0|0|1|4|17|9|0|6|6|0|0|1|0|87|2|0|1|0|0|0|1|0|0|0|9|0|3|5|5|0|0|0|5|2|3|7|19|8|17|3|15|0|0|0|0|0|9|6|0|8|5|5|16|0|0|1|7|137|Well, a couple of points. One good thing about being a libertarian is I don't have to respect the CBO because CBO, like a lot of the Keynesian models, they presuppose their results. It's just a mathematical formula. If the mathematical formula is wrong, if they automatically assume that if the government increases spending by X, the economy goes up by Y, and they never pay attention to the fact that while the economy actually went down by Z, they say, well, it would have gone down by more than Z if it wasn't for the government spending. So it's sort of this perpetual motion machine of economics. The White House in 2009 said if you pass the so-called stimulus, the unemployment rate will never rise above eight percent. And instead, it's never dropped below nine percent.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|45|R3|JOHN DONVAN|moderator|0|1|0|0|0|1|0|0|0|0|0|1|2|0|0|0|1|0|0|0|0|9|0|0|0|0|0|1|0|0|0|0|2|0|1|0|0|0|0|0|0|0|0|2|1|0|4|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|3|15|Let me just fact check you to the other side. Is that accurate? Cecilia Rouse.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|46|R3|CECILIA ROUSE|for|0|0|0|0|0|2|0|2|0|0|0|0|1|1|0|0|0|0|0|0|0|9|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|2|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|3|20|That -- okay. So that wasn't the White House. That was a transition paper by Christina Romer and Jared Bernstein.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|47|R3|DANIEL MITCHELL|against|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|Okay. So --
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|48|R3|CECILIA ROUSE|for|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|6|But you have to remember --
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|49|R3|DANIEL MITCHELL|against|0|0|0|0|0|2|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9|-- the head of the Council of Economic Advisors.
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|50|R3|CECILIA ROUSE|for|0|1|0|0|0|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|2|1|2|0|3|0|0|0|0|0|0|3|0|0|0|0|2|0|0|0|3|13|No. We weren't at the CEA at that point. But here is --
Congress should pass Obamas jobs act - piece by piece|i2Debates/obama-jobs-act.p|51|R3|DANIEL MITCHELL|against|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|1|7|But the person who wound up there.
